conversation_id,customer_message,support_response,raw_customer_message,n_customer_turns,n_support_turns
0561b2c1be60e9dd1cfd7fc6a04cf5c5,why is it doing this? <url>,"Hey, this doesn't look good. Can you let us know the Spotify version you're using? We'll see what we can suggest No worries! Just to check, is everything good on your end? If not, we'll be happy to help you further Hmm. Could you DM us your account's username or email address? We'll take a look under the hood /JS <url> We'd suggest sending us a DM using the link we sent. It would be helpful if you could provide us your account's email address too",why is it doing this?,5,4
110d75e858f164a4e97c3aa93d04105b,Hello. When is Post Malone new album going to be online on spotify?,Hey there! We’ll have it available to you as soon as it’s available to us. More info here: <url>,Hello. When is Post Malone new album going to be online on spotify?,1,1
57c49964a2b6d5f4814eabd0c40e29cf,"Hey, <user>! Can you check private message when you get time, please? Thank you! :)",Hey! We've just sent a DM your way. Check your Messages,"Hey, ! Can you check private message when you get time, please? Thank you! :)",2,1
736e65cc1f4a004244113bf195f2feff,Can u implement a system where Spotify premium members can use their downloaded music for alarms? I need motivation in the mornings,Hi! We've just sent you a DM. Check your inbox,Can u implement a system where Spotify premium members can use their downloaded music for alarms? I need motivation in the mornings,1,1
bfd2d3918a40344f62e27b7e4e3bfc2f,Apparently my <user> playlist doesn’t know how to shuffle lmao,Hey there! Can you tell us more about what's happening? What device/OS and Spotify version are you using? Thanks. Can you try logging out > restarting your device > logging back in? Let us know if that makes a difference Thanks for giving it a shot. Best thing to try here is a reinstall. Just follow the steps at <url> See if that helps Awesome! Let us know if you ever need us again. We'd be... <url>,Apparently my playlist doesn’t know how to shuffle lmao,5,4
12b84cab7dc120fff66d76264d15e887,"<user> - <url> shout out to <user>, this app is an abomination",Hey there! Help's here. Can you let us know how we can help? We'll be waiting,"- shout out to , this app is an abomination",2,1
18af92a87a7014a9c8cf0b657e39fe46,"Hey <user> how is it I'm supposed to have a shower without listening to <user>'s EP ""Likes me like that"" because it magically disappeared of your app???? <url>","Hey! Fingers crossed we'll be able to have it again soon, but there's info about Spotify content here: <url>","Hey how is it I'm supposed to have a shower without listening to 's EP ""Likes me like that"" because it magically disappeared of your app????",1,1
236cb6e69fcb159675026401712e7839,hey. I have moved to Aus from UK. Tried to gift mother in law with 3 months but didn’t work. Changed bank card to Aus same problem,Hey George! Can you DM us your account's username and email address? We'll need the same details for your mother-in-law's account /JL <url>,hey. I have moved to Aus from UK. Tried to gift mother in law with 3 months but didn’t work. Changed bank card to Aus same problem,1,1
e5bc9b595d0cc7206def85d3980079cd,My entire <user> library of 800+ songs just deleted itself..... Wtf,Hey there! Could you give us your device/OS you're using? We'll see what we can suggest Can you DM us your username or email address so we can check your account? /JU <url>,My entire library of 800+ songs just deleted itself..... Wtf,2,2
1bb956f0adcda4645b96470b56a98ba6,Hi I need your help we have recently upgraded to a family plan and every time my son tries to log in we get an error 601,"Hey, help has arrived. Can you send us both your accounts' email addresses or usernames via DM? We'll check backstage /RK <url>",Hi I need your help we have recently upgraded to a family plan and every time my son tries to log in we get an error 601,2,1
7dbfb0d8ad6d79b68459485114e91845,I'm getting this error when trying to install Spotify on new MacBook Pro. Tried DLing the installer & DMG files separately <url>,"Hey Noel, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /DH <url>",I'm getting this error when trying to install Spotify on new MacBook Pro. Tried DLing the installer & DMG files separately,1,1
b20234f3a6ac8be3bd3f094b65c0394e,"I'm trying to play <user> & it keeps saying the song is unavailable, on desktop & mobile - no prob with others. Help?","Hi Peter, that doesn't sound good. Could you let us know the operating systems and Spotify versions you're running on both devices? Gotcha. Can you try logging out, restarting both devices, and logging back in to see if it makes a difference? Can you send us a screenshot of the exact error message? We'd like to take a closer look Thanks. Can you DM us your account's email address or username? We'll check backstage /KM <url>","I'm trying to play & it keeps saying the song is unavailable, on desktop & mobile - no prob with others. Help?",4,4
b7e50e0ecb1ad618283f02a4080ea0f8,"Hi, my payment to Spotify went through, yet I get a notification that it was unable to charge me? <url>","Hey there, help's here! Could you shoot us a DM with your email address or username? We'll check it out 🔍 /AV <url>","Hi, my payment to Spotify went through, yet I get a notification that it was unable to charge me?",1,1
a6e6982201d840d1f4c24028b360f651,how can I dispute ongoing fee for Spotify?,"Hi Jain, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /PK <url>",how can I dispute ongoing fee for Spotify?,1,1
0e0f5124e9d114d86249b1c39a5fe147,"I I have 2 different artist accounts on spotify, how can I do to have only one","Hey! You can contact our Artist team about this here: <url> If you've reached out, DM us your email address & we'll chase it up /K <url>","I I have 2 different artist accounts on spotify, how can I do to have only one",1,1
69d13b98c4080c9a48772d2a1b773bcd,Hey <user> will you be releasing an app for the Series 3 with LTE anytime soon? <url>,"Hey Sean! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see",Hey will you be releasing an app for the Series 3 with LTE anytime soon?,1,1
7c94b6cf1de22892bf45be05443b3f23,"will you optimise spotify for galaxy note 8? And since I'm coming from iOS, can't you add gestures for ""queue"" and ""add to my songs,"" it's really useful",Hey there! Thanks for the feedback. We'll make sure to pass your suggestion about the gestures on to the right folks. Are you having issues using Spotify on your Galaxy Note 8? Hmm. Can you send us your Android and Spotify app versions? We'll see what we can suggest Thanks. Can you send us a screenshot of what you see? We'll check it out,"will you optimise spotify for galaxy note 8? And since I'm coming from iOS, can't you add gestures for ""queue"" and ""add to my songs,"" it's really useful",3,3
ccb999c354f6531eda171d6a4ff18ec7,Yo <user> I'd really appreciate it if you would stop playing an ad for #HappyDeathDay right before I go to bed.,"Hey there! Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team",Yo I'd really appreciate it if you would stop playing an ad for #HappyDeathDay right before I go to bed.,1,1
08217eaae60590f6b40fb2a61d783ffa,Still not sure why #DailyMixes won't play <user> or <user>? You gotta help me out here <user>.,"Hey there! Daily Mix serves up unique mixes based on aspects of your music taste. You’ll mainly hear tunes you already love. Try listening more to these artists that you like, and they'll surely come up on your next mixes 🙂 Can you give it a bit more time for Daily Mix to get to know you? For now, tap ❤️ or 🚫 to improve your mix. If you still don't see your favorites in a few weeks, get back to us so we can look into it further Hey! Thanks for keeping us posted. Can you DM us your account's email address or username? We'll take a look backstage /PB <url>",Still not sure why #DailyMixes won't play or ? You gotta help me out here .,3,3
746cc0ccab5d86ccb76481e280fa5a8a,I have a playlist of almost 1000 songs and when I shuffle it there’s 4 albums that are shuffled and that’s all I get in the queue then it’s finished? <user>,"Hey Alicia, that doesn't sound right. What device, operating system, and Spotify version are you using? We'll see what we can suggest",I have a playlist of almost 1000 songs and when I shuffle it there’s 4 albums that are shuffled and that’s all I get in the queue then it’s finished?,1,1
52a6fb47efb2ef537d0ded75c0968e81,can you please tell me why your app had a pop up showing me the new wiz khalifa trash and not for the new Eminem? Fix your algorithms please.,Hi Pablo! Can you fire over a screenshot of what you're seeing on your end? We'll take a look backstage Thanks for sending over your feedback! We'll make sure the right folks hear your thoughts. Check this one out <url>,can you please tell me why your app had a pop up showing me the new wiz khalifa trash and not for the new Eminem? Fix your algorithms please.,2,2
e387a997cc97b0c30febdf32d2d4c6ca,Help! I have an old account which I thought was cancelled that I'm still being charged £9.99 a month for?,"Hi Paul, we'd love to help out. Can you DM us your account's username/email address? We'll check backstage /AC <url>",Help! I have an old account which I thought was cancelled that I'm still being charged £9.99 a month for?,1,1
eb6d2579cd3915f0acd398f0b9074548,all my followers and playlists were taken and now belong to someone with the same name@,Hey Colm! We've just replied to your DM. Check it out 🙂,all my followers and playlists were taken and now belong to someone with the same name@,1,1
71e3cdf2d23bdb87a08e4fba64dc8460,this is the second time this has happened. I got charged twice and I wanna cancel and get my money back,"Hey, we'd love to help! Can you DM us your account's username/email address? We'll take a look backstage /JP <url>",this is the second time this has happened. I got charged twice and I wanna cancel and get my money back,1,1
c3c8d2adf8641b06c5829b8863e036e7,🗣️🗣️ WHY IS <user> ALBUM STILL NOT OUT IN MY REGION YET?? <user> FIX IT!! 🇺🇸 <url>,Hey there! Could you DM us your account's username or email address? We'll check it's availability /GU <url>,🗣️🗣️ WHY IS ALBUM STILL NOT OUT IN MY REGION YET?? FIX IT!! 🇺🇸,1,1
fa140eea7905530b265eb36da932c663,I can’t find the song I wanna listen in Spotify! There’s only showing the cover from other artists!,"Hey there! What song are you looking for? We'll look into this Thanks! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <url>",I can’t find the song I wanna listen in Spotify! There’s only showing the cover from other artists!,3,2
7d1a8fa25977c711ff3621db517a7816,"Hey <user> will Spotify ever offer a Apple Watch app? Especially now with the LTE versions, I'd love to stream my songs!","<user> Hey Ryan! For the latest updates on this, check out the official idea on our Community: <url> 😊","Hey will Spotify ever offer a Apple Watch app? Especially now with the LTE versions, I'd love to stream my songs!",1,1
c14c4bbf83eb2dbf544999293f09fc57,Add Decode by Paramore to your library <user>,Hi there! Could you DM us your account's email address? We'll take a look backstage /AU <url>,Add Decode by Paramore to your library,2,1
32751f52654697daf3d49e70b33d268f,Hi guys! Is there any reason I suddenly can’t control Spotify from the control centre and lock screen on iOS 11? Thanks!:),Hi Damon! Can you DM us your account's username and email address? We'll see what's going on /WW <url>,Hi guys! Is there any reason I suddenly can’t control Spotify from the control centre and lock screen on iOS 11? Thanks!:),1,1
58b5aad0e26bae36d244abc2c712353f,I pay a monthly subscription and i'm unable to browse while offline or listen to anything I haven't downloaded.,Hey Kirsty! Could you send us a DM with your account's email address? We'll take a look backstage /FR <url>,I pay a monthly subscription and i'm unable to browse while offline or listen to anything I haven't downloaded.,1,1
62af73d52dbfc57311fbed96127b4d73,Fuming I pay for <user> I refuse to pay more money to hear <user> new album it should be on there!,"We’d love to have all of her stuff available, but we have some info about content here: <url>",Fuming I pay for I refuse to pay more money to hear new album it should be on there!,1,1
70d58e18820d9bb79e99612a30812c42,CONTINUES TO FAIL IN EVERY WAY WHEN IT COMES TO CUSTOMER SERVICE. Seriously considering returning to <user>,We've just replied to your DM. We'll carry on helping out there,CONTINUES TO FAIL IN EVERY WAY WHEN IT COMES TO CUSTOMER SERVICE. Seriously considering returning to,1,1
3eb9eb30c10adb06fdf297d612a3143e,"Hey, having trouble linking my Hulu account to Spotify. Any ideas?","Hey Alex, help's here. Could you fire over your account's email address or username via DM? If you could also include a screenshot of any error messages you're getting, that'd be handy /AY <url>","Hey, having trouble linking my Hulu account to Spotify. Any ideas?",1,1
afdc3d3bdaaf65cb553ab82c70a21498,my songs stop downloading for some reason. It just got stuck at a song and doesn't download at all even when i restarted the app AND my phone,"Hey Tai, help's arrived! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest",my songs stop downloading for some reason. It just got stuck at a song and doesn't download at all even when i restarted the app AND my phone,1,1
4cdfc219cfe61ef1ad015a2a6420446c,and another error! Can’t get into my music <url>,"Hey there! Help's here. Can you let us know the iOS and app versions you're using? We'll see what we can suggest It could have been just a temporary issue. We're glad to hear it's working fine now. If it ever happens again, just send us a tweet You're welcome! Let us know if you ever need us again. <url> 🙂",and another error! Can’t get into my music,4,3
85322880385e2f5f8835ad218d944adb,"the Spotify app won't let me access my saved songs, it keeps telling me to go to browse tab instead","Hey there, help's here! Does logging out > restarting the device > logging back in help? Keep us posted <url> Glad to hear it's working. Just let us know if we can help with anything else 🙂","the Spotify app won't let me access my saved songs, it keeps telling me to go to browse tab instead",3,2
6dd1fe1db9891d2287ef3bc58f5e3ff5,<user> Apple the playback quality of your tunes vs Spotify is very disappointing and Spotify you need to wake up on Apple Watch playback ASAP!,Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <url>,Apple the playback quality of your tunes vs Spotify is very disappointing and Spotify you need to wake up on Apple Watch playback ASAP!,1,1
e1e1e049afffe196075cf9acb2b6c2a6,Hi <user> can't play music since 2 weeks now since an ad is stuck on the webplayer or the app. Tried everything! Can you help? Thanks,"Hey Fran! Have you tried logging out, restarting your device, then logging back in? How about clearing your browser's cache/cookies? Got it. Can you try accessing <url> using a private or incognito window? Also, what browser are you using? Can you confirm you're using the most up-to-date versions of your browsers? What devices and operating systems have you tried it on? Alright. Can you DM us your account's email address or username? We'll take a closer look /JE <url>",Hi can't play music since 2 weeks now since an ad is stuck on the webplayer or the app. Tried everything! Can you help? Thanks,4,4
ba6b98d17e7126fac49124a3a9573520,Hey <user> my #discoverweekly is a little weak this week. Just sayin.,Hey there! Your Discover Weekly should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists 🙂,Hey my #discoverweekly is a little weak this week. Just sayin.,1,1
85f4382c97bc5ed41447c3224f4a50ba,why you aint in south africa so we can stream #HeartbreakOnAFullMoon by <user> huuuuuuh??????,Hi! We're launching regularly in countries around the world. Sign up here to be first to hear: <url> 🙂,why you aint in south africa so we can stream #HeartbreakOnAFullMoon by huuuuuuh??????,1,1
f28843db3711fdb72dff4566e69a324f,Excuse me <user> why is Anything But Mine by <user> gone .,"Hey Matty! Just to check, what country is your Spotify account set to? Got it. We can confirm the song was temporarily removed because of licensing changes. Hopefully we'll have it available again soon! You're welcome! Not to worry, we'll pass on your feedback. If anything else comes up, just say the word. We'll be right here for you",Excuse me why is Anything But Mine by gone .,3,3
2aaac638ab21fdab28ae736db47d0234,how do i get an artist with the same name of my spotify artist page?,"Hey! Can you send the Spotify URIs of your artist page, as well as those of the tracks/albums that are misplaced? We'll check backstage",how do i get an artist with the same name of my spotify artist page?,1,1
2922a3921a247328c994edd53bebd119,do y’all have a playlist I can listen to while I clean my room?,Hey there! Hope this playlist helps keep you motivated to keep on cleaning: <url>,do y’all have a playlist I can listen to while I clean my room?,1,1
49d2760f4c5a3c59e85bbf108d2cfd93,I missed my 3rd year anniversary of paying for <user> in August 😞 Could have had a party 😜 & by party I mean just lazying it up in my room <url>,Hi! We've just sent a DM your way. Let's carry on chatting there,I missed my 3rd year anniversary of paying for in August 😞 Could have had a party 😜 & by party I mean just lazying it up in my room,1,1
5093fcaf59de2eb17234d245d609eda5,hi! I've been trying to DM you guys about my artist verification. Can someone help me out? Thanks!,Hi there! We've replied to your DM now. Let's keep on chatting there 🙂 /M <url>,hi! I've been trying to DM you guys about my artist verification. Can someone help me out? Thanks!,1,1
021e9d59282791705aa2e04ab6915acd,still pissed <user> removed the touch preview feature from the app,"Hey! We have more info about this here: <url> Give us a shout if you have any questions We hear you loud and clear, Shaun! We can’t make any promises but we’ll pass your feedback onto the right folks",still pissed removed the touch preview feature from the app,2,2
62ebe14c34598237bbd457b3f830f24d,Why won't you let me play The National? <user>,Hi Aine! Can you let us know what device and version of Spotify you're using? We'll see what we can suggest,Why won't you let me play The National?,2,1
99c518e76a5db4cc3d82365684a9cfd2,"hey <user> stop removing the music i listen to or we’re gonna have some problems, comprende?","Hey! That doesn't sound good. Just to check, are you referring to your saved songs, offline tracks, or just streaming online?","hey stop removing the music i listen to or we’re gonna have some problems, comprende?",1,1
d795d035b0de4e8be181183a58143814,I'm trying to log into my account I haven't used in a while using Facebook and I keep getting 404 errors. Help?,"Hi there. Don't worry, help's here. Can you DM us username or email address so we can check? /JU <url>",I'm trying to log into my account I haven't used in a while using Facebook and I keep getting 404 errors. Help?,1,1
f5f1492cc943bd9114c0cfe095afec0b,What the fuck <user> why is “It’s so easy” by <user> not available anymore,Hi there! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon,What the fuck why is “It’s so easy” by not available anymore,1,1
f54161402373f998b0982e0d6dd21104,"hiya, I think you guys have my artist name mixed up with a Gospel girl group, I'm D&B. Can we fix this? Artist name 'Virtue'",2: your artist page gets fixed up. Let us know if you have other questions 1: Hi there. Sorry about that! We’d recommend reaching out to your distributor/aggregator. They'll work with our team to make sure... Your distributor/aggregator should let you know what to do next. It'd be best if you reach out to them directly,"hiya, I think you guys have my artist name mixed up with a Gospel girl group, I'm D&B. Can we fix this? Artist name 'Virtue'",3,3
a096dd057b0eff07942adb75c656f183,"Hi, I was about to use the student discount but then decided to pay full price, it still charge me the $4.99.",Hey! We've sent you a response via DM. Let's continue chatting there,"Hi, I was about to use the student discount but then decided to pay full price, it still charge me the $4.99.",1,1
e702762f401c990b65d0c8f6566d87cf,your website isn’t letting me change my payment method. Keep gettin the CSRF token is invalid. #DontYouWantToTakeMyMoney ???,"Hi John, help's here! Can you DM us your account's username and email address? We'll help backstage /TY <url>",your website isn’t letting me change my payment method. Keep gettin the CSRF token is invalid. #DontYouWantToTakeMyMoney ???,1,1
792c281f1dfafd67543cf69af3547267,you gotta expand some of your #hindi collection. Too many not found or require detailed search.,Hi! We'd love to have more of them here! Hopefully we will in the future. Check this out: <url> Hope that info helps,you gotta expand some of your #hindi collection. Too many not found or require detailed search.,1,1
5968562b9d332a35bd6970af088dc52a,i'm sorry but why are all of the tracks on this instrumental jazz album classified as explicit?? <url>,Hey there! We've just sent a DM your way. Let's carry on chatting there,i'm sorry but why are all of the tracks on this instrumental jazz album classified as explicit??,1,1
721b987e07e6316b0f718a50624b0110,"Hey, I'm currently buying premium per month, but want the yearly subscription offer you're doing. Do I need to cancel my subscription then resubscribe to do this?","1: Hey Nicola! If you're subscribed to Premium through our website, and using a recurring payment method such as a debit/credit card, you just need to cancel it at <url> Afterwards, just head to <url> to sign up for the annual... 2: subscription. The payment for the 1 year subscription should take affect on your next renewal date. We hope this clears things up. Let us know if you have any other questions","Hey, I'm currently buying premium per month, but want the yearly subscription offer you're doing. Do I need to cancel my subscription then resubscribe to do this?",1,2
2aca35906b042c2abb3fef02ab2988e7,"Hi! If I set my Discover or Release playlists to download, does the app update them as the list changes or do I have to undownload and start again each week? 🙂","Hey Tristan! When new songs are added to the playlists, they should be automatically downloaded when you open the app. Hope this helps When they're removed from the playlist, they should be removed from your offline music too. Give us a shout if there's anything else","Hi! If I set my Discover or Release playlists to download, does the app update them as the list changes or do I have to undownload and start again each week? 🙂",2,2
6aa951ef5dcf50226766654e7c72bab7,He <user>- is there a way to dislike songs? I had some songs pop up in my release radar that I was not a fan of. Otherwise: <url>,"Hey there! We're afraid we don't have that feature, but we can see how it'd be helpful. Vote for the idea here: <url> Awesome! Your vote totally counts. Let us know if you ever need us again. We'd be... <url> 🙂",He - is there a way to dislike songs? I had some songs pop up in my release radar that I was not a fan of. Otherwise:,2,2
5143f22ef990fcd6757a7ab88835c753,would love to see an Apple Watch app that supports streaming on the Series 3 w/ LTE,Hey Nolan! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <url>,would love to see an Apple Watch app that supports streaming on the Series 3 w/ LTE,1,1
29d945f74c46ad91c451922e45bd84c2,put nostalgia ultra on your app pls,Hey! Sometimes content is unavailable due to licensing matters. More info about this here: <url>,put nostalgia ultra on your app pls,1,1
87b029432f6e4010b721eca22a422b5d,"Trying to listen to A Day To Remember, but it doesn't work. Why?","Hey Alexander, help's here! Can you DM us your account's email address? We'll check backstage /GK <url>","Trying to listen to A Day To Remember, but it doesn't work. Why?",1,1
495897ce4ee1d2548e18e75aa9c94ae8,"can u add ""take the crown"" by robbie williams pls and thank u","Hi there! What country is your account set to? We'll take a look backstage Thanks. Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <url> <url> You know where to find us if there's anything else 🙂","can u add ""take the crown"" by robbie williams pls and thank u",3,3
57f252ba14fabb8799c49512085046a6,Thank you <user> for helping me resolve my account issue in a timely manner. Very impressed and satisfied customer.,You're welcome! Let us know if you ever need us again. We'd be... <url>,Thank you for helping me resolve my account issue in a timely manner. Very impressed and satisfied customer.,1,1
39f0c1480e7dae98989074d943bed66a,"Gli studenti ottengono Premium a meno. Ascolta i brani ancora e ancora, a € 4,99 al mese. <url>",Hey there. Could you send us a DM with your account's email address or username? We'll take a look backstage /QI <url>,"Gli studenti ottengono Premium a meno. Ascolta i brani ancora e ancora, a € 4,99 al mese.",3,1
465454d3c80136210218b5d9a05a2d71,"I can't say how many times i've used spotify, ugh! love your app so so much! hey, would you be willing to sponsor my school's competition? thanks in advance <3",Hey Khaira! We'd recommend getting in touch with our Press team at <url> They should help out with this,"I can't say how many times i've used spotify, ugh! love your app so so much! hey, would you be willing to sponsor my school's competition? thanks in advance <3",1,1
24122f7a512a399ee285a75a3f612b63,I. Want. Spotify. To. Be. In. Georgia. <user>,"Hey there! We can't make promises, but we're launching in new countries as often as possible. You can sign up to be first to hear: <url> Let us know if you have more questions 🙂 You're welcome! If you need anything, just give us a shout 🙂",I. Want. Spotify. To. Be. In. Georgia.,2,2
f997678c756abd3879b7d4a17437dbe0,when will the 'holiday/christmas' category be back? xoxo,"Hey Karlo! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see 🙂",when will the 'holiday/christmas' category be back? xoxo,1,1
4543a6a49f071e98a6883a55360bc0bc,"I can't play any Ed Sheeran music anymore, it says it's not available. Why is this?","Hey Cathee! The cavalry's here. Could you fire over the make/model, operating system, and Spotify version you're using? Got it. Is this happening on other devices as well? Does rebooting your router and MacBook make any difference? Sounds like a plan! Best thing to try here is a clean reinstall with these steps: <url> Let us know how it goes","I can't play any Ed Sheeran music anymore, it says it's not available. Why is this?",3,3
d8115b929a2ffe3ecda8abf52e8aaccd,Thanks <user> for updating to support iPhone X! 😁👍🏼,"Hey Reuben, that's great to hear. Just to confirm, is everything running smoothly on your end now?",Thanks for updating to support iPhone X! 😁👍🏼,1,1
66419bf4b5a5d32bb625994b22a5db18,get on it por favor <url>,"Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <url>",get on it por favor,1,1
c6dac4e5f6ef88e605499e8a9a12b38a,Arbitrary song caps and the app deleting all of my songs are getting my Monday off to a great start... 😡 <url>,"Hey, that doesn't sound good. Check out the steps under “Downloads unexpectedly removed” at <url> They should help",Arbitrary song caps and the app deleting all of my songs are getting my Monday off to a great start... 😡,1,1
dea9f378d86b8dc31bebec1493b1a9a3,"Hey <user> would ❤️ you forever if you could put out a ""Baby, It's Cold Outside""-free holiday playlist x, team SG","Hey, thanks for the feedback! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion","Hey would ❤️ you forever if you could put out a ""Baby, It's Cold Outside""-free holiday playlist x, team SG",1,1
c89077aa3b35f86d819ee34d813b2804,how does one cancel their premium account if they no longer have access to the email or Facebook tied in with the service???,Hey Tracie! Can you DM us your account's email address? We'll take a look /NS <url>,how does one cancel their premium account if they no longer have access to the email or Facebook tied in with the service???,1,1
352a9e665377cd8198b3cf18c6d1cfee,when will you update Seohyun's photo,You're welcome! Let us know if you ever need us again. We'd be... <url> 🙂 Hey! We're afraid that the artist/record label is the one who is managing the artist page. We'd suggest reaching out to them about this,when will you update Seohyun's photo,2,2
0373df43cd2f10f6438bd26862819428,So annoying that if you college isn’t on the list you can’t get Spotify student like I ain’t going to college for 6 years for this,Hi there! We've just sent a DM your way. Let's carry on chatting there,So annoying that if you college isn’t on the list you can’t get Spotify student like I ain’t going to college for 6 years for this,1,1
17cb85909d4bf83972fbe152c1d96078,"Humble request for <user>- add a feature that allows me to select a song, and see user created playlists that it belongs to. I feel like that'd be a perfect way to discover new music I would like.",Hi Geoff! This sounds like a great idea. Suggest it in our Community at <url>,"Humble request for - add a feature that allows me to select a song, and see user created playlists that it belongs to. I feel like that'd be a perfect way to discover new music I would like.",1,1
112d3f3386c70c5d56c6360a8bf5ca2f,"bring back ""The golden age of grotesque""!!! <user>",Hey there! What country is your Spotify account set to? We'll check backstage Thanks! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available to you again soon,"bring back ""The golden age of grotesque""!!!",2,2
